Ia,Ib,VDC,IDC,T1,T2,T3,VD,FDD
532,387,509,508,514,475,481,511,F0
533,385,506,506,520,504,486,508,F0
531,386,509,506,517,504,483,510,F0
531,387,508,506,514,504,482,510,F0
531,389,506,506,514,506,481,509,F0
530,390,508,509,514,509,482,509,F0
530,389,507,507,514,504,482,510,F0
532,386,508,507,514,504,482,509,F0
537,387,508,508,511,504,475,509,F0
533,387,508,506,514,504,482,510,F0
531,390,506,507,514,504,481,509,F0
530,390,509,505,514,496,481,510,F0
530,388,509,505,515,504,481,509,F0
531,388,508,506,514,504,482,509,F0
530,387,508,506,534,504,466,510,F0
530,388,507,506,513,504,480,509,F0
532,389,509,507,515,505,481,508,F0
531,390,508,508,514,504,482,510,F0
531,388,507,507,515,503,481,509,F0
530,388,507,507,515,503,483,509,F0
531,388,505,507,514,504,481,509,F0
531,388,508,508,514,504,471,510,F0
535,389,507,504,515,518,481,509,F0
530,391,507,508,514,504,481,509,F0
530,390,507,507,514,504,481,509,F0
532,389,508,507,514,504,496,510,F0
531,385,507,505,515,504,481,508,F0
529,388,508,506,515,504,481,509,F0
534,390,498,507,516,504,483,509,F0
533,390,507,507,514,504,481,509,F0
532,389,507,506,514,504,481,510,F0
530,389,508,506,514,478,481,508,F0
531,386,508,507,519,503,484,509,F0
531,387,506,506,517,504,482,509,F0
532,388,508,507,514,504,476,510,F0
533,391,507,506,514,507,481,510,F0
531,392,506,507,514,510,482,509,F0
532,389,507,507,514,504,481,510,F0
533,386,508,506,515,503,484,509,F0
529,385,509,504,507,504,481,508,F0
532,389,507,506,514,504,481,509,F0
532,390,508,509,514,504,481,509,F0
532,391,507,509,514,492,480,510,F0
533,387,507,506,514,504,481,509,F0
531,386,507,506,514,504,481,510,F0
532,387,514,508,506,503,474,510,F0
534,388,508,506,514,504,481,510,F0
532,389,505,507,514,504,481,509,F0
532,388,508,507,514,501,481,509,F0
532,388,508,506,515,503,481,509,F0
530,387,507,506,513,503,481,510,F0
531,385,506,506,515,504,510,509,F0
532,388,508,507,512,504,479,510,F0
531,390,507,507,514,505,481,510,F0
530,389,507,506,515,504,481,495,F0
533,387,506,505,514,501,481,509,F0
532,386,505,507,514,503,482,510,F0
532,387,509,504,515,504,481,510,F0
530,386,507,506,514,504,473,510,F0
529,391,508,506,514,509,481,510,F0
532,387,507,506,514,504,481,510,F0
532,385,507,507,514,504,481,510,F0
538,386,509,505,507,503,480,509,F0
532,389,507,506,514,504,480,509,F0
531,388,507,507,514,503,480,510,F0
530,394,507,506,514,494,481,512,F0
532,387,506,507,515,504,481,509,F0
533,386,508,507,514,504,481,509,F0
532,386,495,507,509,503,475,510,F0
531,386,507,507,514,504,480,508,F0
533,389,508,506,514,504,481,508,F0
532,390,507,508,514,487,480,509,F0
529,389,508,507,515,503,481,509,F0
531,387,506,507,513,503,481,509,F0
531,387,508,506,514,503,512,509,F0
531,389,510,507,512,504,478,509,F0
533,390,507,506,514,505,480,509,F0
531,390,507,507,514,503,480,515,F0
531,389,507,507,514,501,481,510,F0
531,386,508,506,516,503,484,509,F0
532,386,508,507,514,504,480,509,F0
530,387,507,506,515,504,470,509,F0
535,388,509,505,515,518,481,509,F0
532,390,507,506,515,503,480,509,F0
530,388,508,508,514,504,480,507,F0
533,385,507,508,514,504,495,510,F0
532,386,507,508,515,504,481,509,F0
531,387,506,506,515,503,480,510,F0
532,390,506,506,516,504,483,508,F0
532,388,508,507,514,504,480,509,F0
529,388,506,508,514,504,480,509,F0
532,387,505,510,514,495,480,509,F0
531,386,507,506,516,503,481,510,F0
530,388,507,508,515,503,481,510,F0
533,388,506,507,520,503,467,509,F0
532,388,507,505,514,505,480,509,F0
531,390,507,509,514,505,480,509,F0
532,388,506,505,514,503,480,506,F0
533,386,508,507,519,503,485,509,F0
533,385,508,508,516,503,483,509,F0
531,389,507,506,514,504,480,510,F0
532,390,508,506,514,506,480,511,F0
532,392,507,508,515,510,480,510,F0
530,388,508,506,514,503,480,510,F0
532,387,509,507,514,503,482,510,F0
529,386,507,505,507,503,480,509,F0
532,390,506,506,514,503,480,510,F0
533,390,508,508,514,504,480,509,F0
534,386,507,510,514,493,480,511,F0
532,387,508,507,514,503,480,509,F0
531,386,508,506,514,503,481,509,F0
530,388,504,507,509,503,473,509,F0
533,388,507,506,514,503,480,508,F0
533,389,508,506,514,503,479,509,F0
530,390,507,505,514,486,480,509,F0
530,387,509,507,514,503,480,509,F0
532,386,507,505,514,503,480,510,F0
531,387,509,506,514,504,479,509,F0
531,387,508,506,512,503,479,510,F0
532,387,508,505,514,504,480,510,F0
531,389,507,508,514,504,480,515,F0
530,388,507,510,514,503,480,511,F0
531,386,507,505,514,503,481,509,F0
531,387,508,507,514,503,480,509,F0
531,387,506,507,514,503,473,509,F0
533,387,508,505,515,515,480,509,F0
532,390,507,506,514,504,479,510,F0
530,389,508,506,514,504,480,508,F0
532,389,508,506,516,503,498,511,F0
530,385,507,508,515,503,479,510,F0
530,387,508,506,515,503,480,509,F0
532,388,506,506,516,504,481,510,F0
532,391,506,507,514,504,479,509,F0
531,391,507,506,514,504,479,509,F0
533,387,508,496,514,499,480,509,F0
530,387,508,509,516,503,480,509,F0
533,388,508,507,515,503,480,509,F0
532,389,508,507,519,503,466,509,F0
533,390,507,508,514,505,480,509,F0
531,390,508,507,514,505,479,509,F0
533,388,507,507,514,503,479,516,F0
532,386,508,508,518,503,485,509,F0
531,385,508,505,516,503,482,510,F0
531,388,507,506,514,503,479,509,F0
533,389,508,508,514,505,479,509,F0
530,391,509,507,514,509,479,509,F0
532,390,508,507,514,503,479,509,F0
532,386,506,505,514,503,479,509,F0
538,388,506,508,506,503,478,509,F0
532,389,506,506,514,503,479,509,F0
532,387,506,506,514,503,479,509,F0
531,388,509,506,514,491,479,510,F0
533,390,507,507,514,503,479,511,F0
531,387,508,506,514,504,479,509,F0
528,386,497,505,508,503,473,510,F0
532,387,508,506,514,503,479,510,F0
511,509,506,506,514,503,479,509,F0
508,508,509,507,514,503,479,509,F0
510,509,508,505,514,503,479,508,F0
510,508,506,506,514,503,479,510,F0
509,507,506,504,514,503,479,508,F0
508,507,506,506,514,503,479,509,F0
510,508,508,506,514,503,479,509,F0
510,509,508,507,514,503,478,509,F0
509,509,508,505,514,503,478,509,F0
510,510,507,507,514,503,479,509,F0
509,507,508,507,515,503,479,509,F0
508,508,508,507,514,503,479,509,F0
509,508,508,506,514,503,479,509,F0
508,509,509,506,514,503,479,509,F0
509,508,507,505,515,503,478,510,F0
510,510,507,505,514,503,479,510,F0
511,509,508,505,514,504,479,509,F0
509,509,505,507,514,503,479,509,F0
509,510,506,506,514,503,479,509,F0
510,510,506,507,514,503,479,509,F0
510,509,509,505,514,503,479,509,F0
508,508,508,504,514,503,479,510,F0
509,507,507,506,514,503,479,510,F0
510,509,509,506,514,503,479,509,F0
511,508,506,507,514,503,479,510,F0
508,509,507,505,514,503,479,509,F0
510,509,508,506,514,503,479,509,F0
511,510,507,505,514,504,479,510,F0
508,510,506,507,514,503,479,509,F0
507,510,508,506,514,503,478,509,F0
508,509,507,506,514,503,479,510,F0
509,508,508,508,515,503,479,509,F0
508,508,507,507,514,503,478,508,F0
510,510,508,506,514,503,478,509,F0
508,509,507,506,514,503,478,508,F0
509,509,508,508,514,503,478,509,F0
510,509,508,506,514,503,478,508,F0
511,508,509,506,514,503,479,508,F0
533,393,507,507,514,504,478,510,F0
530,377,509,511,514,502,480,509,F0
532,385,508,507,516,503,479,509,F0
531,386,507,506,515,503,478,508,F0
532,390,510,507,514,503,479,510,F0
531,392,506,507,514,504,478,510,F0
530,389,507,509,514,504,478,509,F0
533,387,507,507,515,492,478,509,F0
532,386,507,507,519,503,480,510,F0
532,389,508,505,516,503,478,510,F0
533,389,508,507,514,503,450,510,F0
531,389,507,508,514,505,478,509,F0
530,391,508,508,514,505,478,509,F0
532,389,507,505,514,503,478,515,F0
532,386,508,506,519,503,484,510,F0
534,388,508,506,516,503,480,510,F0
532,388,508,506,514,503,478,510,F0
532,391,508,507,514,505,478,510,F0
531,391,506,507,514,510,478,509,F0
532,391,506,507,514,503,478,508,F0
531,389,507,506,514,503,485,510,F0
531,387,508,508,512,503,484,509,F0
531,388,508,507,514,503,478,510,F0
532,389,507,508,514,503,477,510,F0
532,390,506,507,514,509,479,509,F0
532,386,506,506,514,503,478,510,F0
531,387,508,506,514,503,481,509,F0
532,387,507,507,509,503,479,509,F0
531,389,508,505,514,503,478,509,F0
532,389,507,508,514,503,478,509,F0
531,391,507,505,514,504,479,510,F0
532,389,508,505,514,503,477,509,F0
531,387,506,506,514,503,478,509,F0
527,390,509,506,516,514,479,509,F0
532,389,507,506,514,503,478,508,F0
531,389,507,507,514,504,478,508,F0
532,385,509,508,515,503,493,508,F0
532,387,506,507,515,503,477,509,F0
532,386,509,506,515,503,478,510,F0
534,389,505,507,516,503,480,509,F0
532,390,508,506,515,503,478,509,F0
530,391,507,507,514,504,477,509,F0
531,388,509,500,514,499,478,509,F0
533,384,507,507,516,503,479,508,F0
531,386,507,506,515,503,478,509,F0
532,391,507,506,514,500,478,510,F0
530,390,508,505,514,503,478,510,F0
531,387,507,507,514,503,478,510,F0
531,386,510,508,514,503,467,509,F0
533,387,507,507,513,503,477,509,F0
532,389,506,506,514,504,478,509,F0
531,392,506,506,514,503,478,504,F0
531,389,508,507,514,503,477,510,F0
531,387,506,506,513,503,478,509,F0
532,387,507,506,514,503,477,509,F0
532,388,507,508,509,503,475,509,F0
533,390,507,506,514,505,477,510,F0
530,391,509,508,514,503,478,511,F0
532,387,508,507,517,503,485,509,F0
533,386,506,506,514,503,481,509,F0
532,388,509,505,515,503,477,510,F0
530,390,507,507,514,506,477,510,F0
532,389,507,510,514,509,477,509,F0
531,388,506,508,514,503,477,510,F0
533,387,507,507,514,503,482,510,F0
530,388,508,505,508,503,478,510,F0
531,388,507,508,514,503,478,510,F0
533,391,508,505,515,503,478,511,F0
532,393,507,509,514,501,477,511,F0
530,385,508,506,515,503,477,509,F0
531,387,508,507,515,503,477,508,F0
540,387,503,507,511,503,465,509,F0
530,391,506,507,515,504,477,510,F0
530,389,508,508,514,504,477,510,F0
533,379,507,510,514,501,478,510,F0
530,387,507,506,515,503,478,509,F0
531,388,508,506,515,503,477,509,F0
533,389,508,507,512,503,479,510,F0
531,389,507,507,514,504,477,508,F0
530,390,507,507,514,504,477,509,F0
533,387,508,506,514,485,477,509,F0
531,386,506,507,518,503,479,510,F0
532,386,508,506,516,503,478,509,F0
532,390,507,506,514,503,442,508,F0
531,388,508,505,515,506,477,510,F0
530,389,507,506,514,506,477,508,F0
533,388,509,508,515,503,477,503,F0
532,386,507,507,515,503,485,509,F0
532,387,508,506,512,503,482,509,F0
530,389,507,506,514,503,477,509,F0
531,389,508,506,514,503,477,510,F0
531,388,506,506,518,503,487,510,F0
533,386,509,505,515,503,477,508,F0
530,390,507,507,515,503,476,510,F0
536,388,506,507,516,514,477,511,F0
530,391,507,506,514,504,477,509,F0
531,388,507,506,515,503,477,510,F0
532,385,510,506,510,503,463,510,F0
532,388,507,506,514,503,477,509,F0
533,388,508,507,515,503,477,509,F0
531,390,508,512,515,492,477,512,F0
534,387,507,507,515,503,477,510,F0
530,387,508,506,514,503,477,510,F0
531,387,508,506,523,503,465,509,F0
533,389,507,504,514,503,476,509,F0
532,391,508,506,514,504,477,510,F0
532,390,508,507,515,523,477,508,F0
530,392,508,506,514,503,476,510,F0
531,388,506,508,513,503,477,509,F0
531,385,507,506,515,503,521,509,F0
533,389,508,506,514,505,477,509,F0
533,392,509,508,514,506,477,509,F0
531,387,507,506,515,503,476,500,F0
532,386,506,507,518,503,482,510,F0
533,386,508,506,517,503,479,509,F0
532,390,506,506,514,502,477,510,F0
532,386,508,506,515,503,484,509,F0
531,387,509,507,512,503,481,509,F0
530,387,508,507,515,503,476,510,F0
531,391,506,507,515,504,476,510,F0
532,389,507,507,515,508,476,509,F0
532,387,507,506,514,503,476,509,F0
532,387,508,506,515,503,478,510,F0
530,386,505,505,507,503,476,509,F0
533,388,506,504,514,504,476,509,F0
533,389,508,506,514,503,476,509,F0
530,394,507,506,514,500,476,511,F0
530,387,506,505,515,503,476,510,F0
530,387,507,507,514,503,476,508,F0
539,390,509,506,516,511,477,511,F0
530,388,506,506,514,503,476,508,F0
531,386,508,506,515,503,476,509,F0
531,387,508,506,509,503,463,509,F0
529,388,508,505,514,503,476,510,F0
531,389,509,507,514,503,476,509,F0
531,389,507,510,514,492,476,511,F0
529,387,506,508,515,503,476,510,F0
529,387,508,505,514,503,477,510,F0
532,386,509,507,512,502,467,509,F0
532,389,508,506,514,503,476,510,F0
533,389,508,506,514,503,476,509,F0
531,389,506,505,514,486,476,508,F0
530,387,507,509,514,503,476,509,F0
532,387,508,507,514,503,476,509,F0
531,386,508,506,515,503,463,509,F0
532,388,508,505,513,503,475,510,F0
533,388,506,507,515,504,476,509,F0
533,390,507,506,515,505,476,511,F0
533,386,508,506,519,503,479,509,F0
534,389,507,507,515,504,476,510,F0
530,389,506,507,515,503,476,510,F0
531,390,508,507,514,502,476,510,F0
531,387,506,508,513,503,476,509,F0
530,384,506,507,515,503,476,509,F0
529,388,509,507,509,503,474,509,F0
532,391,507,506,515,505,476,508,F0
530,389,507,506,514,503,476,513,F0
532,389,507,506,515,502,476,510,F0
533,387,507,505,515,503,478,509,F0
531,386,507,507,515,503,476,509,F0
531,386,507,508,504,503,472,510,F0
533,387,507,506,515,508,476,509,F0
531,390,509,505,514,503,476,510,F0
532,386,508,505,515,499,476,509,F0
532,387,507,508,517,503,480,509,F0
531,387,507,506,515,503,476,509,F0
413,592,507,509,515,503,476,509,F0
559,390,507,507,515,503,476,510,F0
456,565,508,505,515,503,476,502,F0
455,478,505,506,514,503,476,510,F0
631,384,506,505,515,503,474,509,F0
386,632,508,506,515,503,461,509,F0
594,400,508,506,515,503,475,509,F0
484,535,507,506,515,503,476,509,F0
386,565,505,510,514,492,475,510,F0
638,379,507,506,515,503,476,508,F0
382,637,511,506,511,503,462,510,F0
557,400,507,507,516,503,476,510,F0
529,490,508,507,514,503,475,508,F0
431,542,509,506,515,503,475,509,F0
632,378,508,508,517,503,487,510,F0
398,621,507,507,517,504,479,509,F0
528,393,510,506,509,503,472,510,F0
560,458,507,507,515,507,476,510,F0
386,583,507,507,514,504,476,509,F0
626,381,508,507,515,504,475,509,F0
421,595,507,508,514,503,475,509,F0
493,433,510,504,511,503,474,508,F0
602,414,507,506,512,503,472,509,F0
390,620,506,505,514,515,475,509,F0
583,369,508,507,514,503,475,509,F0
454,564,508,507,514,502,475,509,F0
445,488,508,506,515,503,475,509,F0
632,382,507,505,515,503,475,509,F0
388,629,508,507,514,503,475,510,F0
525,388,507,507,515,503,476,510,F0
492,527,508,506,520,503,484,509,F0
409,535,509,505,515,503,487,509,F0
638,378,509,506,515,503,477,509,F0
387,632,508,508,515,504,475,509,F0
473,448,508,506,514,500,476,511,F0
531,488,507,506,515,503,475,512,F0
386,579,507,506,514,503,479,510,F0
622,387,506,504,513,503,475,509,F0
399,620,507,507,514,503,475,509,F0
480,474,507,506,514,503,475,510,F0
563,455,507,507,515,503,475,510,F0
380,625,507,507,514,497,475,508,F0
597,398,506,507,516,503,479,509,F0
421,597,508,506,515,503,476,509,F0
498,434,507,506,514,503,475,510,F0
592,425,508,507,515,507,475,511,F0
396,611,507,505,514,503,475,509,F0
593,368,508,505,514,504,475,508,F0
457,564,508,505,514,503,475,509,F0
440,489,507,506,512,503,471,509,F0
635,384,508,505,475,508,474,512,F0
386,628,507,506,514,503,475,510,F0
524,390,507,507,514,504,475,509,F0
492,526,506,507,515,503,488,509,F0
410,537,507,507,515,503,483,509,F0
637,378,506,506,515,503,476,509,F0
390,631,509,506,514,504,475,510,F0
473,437,507,502,514,495,475,510,F0
528,489,508,505,515,502,475,509,F0
382,583,508,506,517,503,482,509,F0
623,390,508,505,513,503,466,509,F0
401,618,508,506,515,503,475,510,F0
445,479,509,506,514,503,475,509,F0
566,453,508,505,514,503,475,510,F0
379,622,508,509,515,502,475,510,F0
602,395,508,507,514,503,475,509,F0
423,597,506,504,514,503,474,509,F0
456,507,509,506,510,517,466,508,F0
594,425,507,508,514,502,475,509,F0
386,633,508,506,515,503,474,510,F0
592,380,508,506,514,503,475,509,F0
452,566,507,505,514,503,474,508,F0
467,490,508,507,514,503,474,510,F0
619,401,506,506,515,504,475,509,F0
383,633,509,507,514,517,475,505,F0
559,386,508,507,514,503,474,506,F0
487,530,505,505,515,503,492,509,F0
429,499,504,506,511,503,471,509,F0
651,368,509,506,514,503,473,509,F0
394,622,506,507,514,503,475,509,F0
510,406,508,509,514,507,475,509,F0
528,491,506,506,514,502,475,509,F0
383,583,507,507,515,503,475,510,F0
623,392,507,507,515,503,459,509,F0
400,618,508,506,515,503,475,509,F0
453,482,508,506,514,503,475,510,F0
564,450,508,507,514,503,475,509,F0
381,623,508,506,514,504,475,509,F0
605,398,507,506,516,503,480,509,F0
421,594,505,503,514,498,474,510,F0
447,513,507,507,515,502,474,509,F0
594,420,509,507,516,503,487,510,F0
389,633,506,506,515,503,475,509,F0
590,379,507,507,514,503,474,508,F0
451,568,507,508,515,505,475,509,F0
465,494,506,509,515,501,475,509,F0
619,400,506,507,515,503,475,510,F0
386,634,509,507,514,503,475,510,F0
571,376,507,506,515,503,474,509,F0
487,530,506,507,514,503,474,510,F0
443,498,508,506,515,496,474,510,F0
632,387,507,507,514,503,478,509,F0
386,636,508,507,554,503,460,509,F0
518,420,507,507,510,503,471,510,F0
520,499,507,507,514,516,474,509,F0
379,578,507,507,514,535,474,511,F0
623,392,507,507,514,503,474,510,F0
404,617,507,506,515,503,474,509,F0
443,464,508,508,514,503,463,509,F0
565,452,509,505,515,503,476,510,F0
376,619,507,505,514,504,474,511,F0
606,399,507,505,514,504,474,510,F0
423,597,507,507,515,503,474,510,F0
453,508,506,508,514,503,474,508,F0
595,421,506,508,514,502,474,509,F0
386,630,508,507,514,514,474,512,F0
591,383,508,506,514,503,474,508,F0
452,567,507,505,514,501,474,509,F0
469,491,507,507,514,503,474,509,F0
617,397,507,507,514,503,474,509,F0
385,634,508,508,514,503,475,509,F0
563,384,506,507,514,506,474,509,F0
486,531,507,507,514,503,474,510,F0
447,504,508,505,514,503,474,509,F0
633,383,509,506,515,502,473,509,F0
382,634,508,507,514,503,474,508,F0
538,388,507,508,514,491,474,510,F0
522,497,508,505,514,503,474,509,F0
387,556,508,507,517,503,480,509,F0
605,410,507,506,514,503,465,509,F0
420,597,507,506,514,503,474,510,F0
480,469,507,506,514,503,474,509,F0
563,454,507,506,514,503,474,508,F0
387,626,507,506,514,502,474,509,F0
589,399,508,506,514,503,474,509,F0
424,595,509,506,515,503,473,509,F0
450,462,508,507,512,515,477,509,F0
598,418,507,506,514,503,474,508,F0
400,616,507,507,514,503,476,509,F0
591,369,510,506,514,503,474,510,F0
454,560,507,506,514,502,446,509,F0
437,494,508,508,514,503,474,508,F0
634,386,506,506,514,501,473,511,F0
388,632,512,507,511,503,466,510,F0
519,393,508,506,510,503,471,510,F0
490,524,508,508,514,504,474,510,F0
407,537,507,507,514,502,474,511,F0
636,382,506,506,514,503,474,509,F0
387,633,507,506,514,503,473,509,F0
483,457,509,507,514,504,473,509,F0
529,486,507,506,514,503,473,510,F0
384,583,510,509,514,494,474,509,F0
625,388,507,507,515,503,473,509,F0
401,619,508,506,514,503,474,511,F0
520,404,507,508,514,503,473,510,F0
547,471,507,506,514,505,474,509,F0
383,632,506,505,514,503,473,509,F0
593,388,507,509,514,504,474,509,F0
424,594,506,507,512,503,471,510,F0
466,460,509,507,512,503,473,509,F0
603,411,509,506,515,508,474,510,F0
396,615,508,505,514,503,474,509,F0
